data,agente,ticker,acao,preco_entrada,stop,alvo,racio,confianca,razao,valor_aposta,comissao,slippage_pct
2026-09-18,controlo-moeda-ao-ar,COHR,COMPRA,317.36,285.6526,412.4823,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,momentum-simples,MU,COMPRA,1015.8,949.0382,1216.0853,3.0,0.55,preço 9.5% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,MU,COMPRA,1015.8,949.0382,1149.3236,2.0,0.55,preço 9.5% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,MU,COMPRA,1015.8,949.0382,1349.6089,5.0,0.55,preço 9.5% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,MU,COMPRA,1015.8,949.0382,1216.0853,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,MU,COMPRA,1015.8,949.0382,1216.0853,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,contrarian,WDC,COMPRA,441.36,413.4069,525.2193,3.0,0.55,preço 8.4% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,WDC,COMPRA,441.36,413.4069,525.2193,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,momentum-simples,MRVL,COMPRA,244.25,222.4815,309.5555,3.0,0.55,preço 13.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,MRVL,COMPRA,244.25,222.4815,287.787,2.0,0.55,preço 13.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,MRVL,COMPRA,244.25,222.4815,353.0924,5.0,0.55,preço 13.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,MRVL,COMPRA,244.25,222.4815,309.5555,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,MRVL,COMPRA,244.25,222.4815,309.5555,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,momentum-simples,TER,COMPRA,371.47,338.966,468.9819,3.0,0.55,preço 2.0% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,TER,COMPRA,371.47,338.966,436.4779,2.0,0.55,preço 2.0% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,TER,COMPRA,371.47,338.966,533.9898,5.0,0.55,preço 2.0% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,TER,COMPRA,371.47,338.966,468.9819,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,TER,COMPRA,371.47,338.966,468.9819,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,momentum-simples,DELL,COMPRA,568.06,511.254,738.478,3.0,0.55,preço 22.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,DELL,COMPRA,568.06,511.254,681.672,2.0,0.55,preço 22.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,DELL,COMPRA,568.06,511.254,852.09,5.0,0.55,preço 22.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,DELL,COMPRA,568.06,511.254,738.478,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,DELL,COMPRA,568.06,511.254,738.478,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,momentum-simples,STX,COMPRA,858.79,795.0024,1050.1527,3.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,STX,COMPRA,858.79,795.0024,986.3651,2.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,STX,COMPRA,858.79,795.0024,1177.7278,5.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,STX,COMPRA,858.79,795.0024,1050.1527,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,contrarian,APP,COMPRA,308.06,293.3554,352.1739,3.0,0.55,preço 13.8% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,APP,COMPRA,308.06,293.3554,352.1739,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,momentum-simples,HOOD,COMPRA,119.82,107.838,155.766,3.0,0.55,preço 16.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,HOOD,COMPRA,119.82,107.838,143.784,2.0,0.55,preço 16.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,HOOD,COMPRA,119.82,107.838,179.73,5.0,0.55,preço 16.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,HOOD,COMPRA,119.82,107.838,155.766,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,HOOD,COMPRA,119.82,107.838,155.766,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,contrarian,CIEN,COMPRA,348.8,316.4856,445.7433,3.0,0.55,preço 9.2% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,CIEN,COMPRA,348.8,316.4856,445.7433,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,CIEN,COMPRA,348.8,316.4856,445.7433,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,GLW,COMPRA,150.13,137.4083,188.2951,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,GLW,COMPRA,150.13,137.4083,188.2951,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,momentum-simples,COIN,COMPRA,194.25,174.825,252.525,3.0,0.55,preço 16.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-2-1,COIN,COMPRA,194.25,174.825,233.1,2.0,0.55,preço 16.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,momentum-5-1,COIN,COMPRA,194.25,174.825,291.375,5.0,0.55,preço 16.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,COIN,COMPRA,194.25,174.825,252.525,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,contrarian,RDDT,COMPRA,150.85,139.9421,183.5738,3.0,0.55,preço 7.9% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,RDDT,COMPRA,150.85,139.9421,183.5738,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,RDDT,COMPRA,150.85,139.9421,183.5738,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,contrarian,DDOG,COMPRA,229.92,213.5606,278.9981,3.0,0.55,preço 5.6% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,DDOG,COMPRA,229.92,213.5606,278.9981,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-18,controlo-moeda-ao-ar,DDOG,COMPRA,229.92,213.5606,278.9981,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-18,contrarian,FLEX,COMPRA,108.51,101.5433,129.4102,3.0,0.55,preço 7.1% abaixo da média de 50 dias,1000.0,1.0,0.05
2026-09-18,controlo-sempre-compra,FLEX,COMPRA,108.51,101.5433,129.4102,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,AAPL,COMPRA,338.98,329.7668,366.6195,3.0,0.55,"preço 5.8% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,MSFT,COMPRA,501.61,487.3317,544.445,3.0,0.55,"preço 7.5% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,GOOGL,COMPRA,354.97,344.493,386.401,3.0,0.55,"preço 2.8% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-simples,META,COMPRA,741.245,696.8352,874.4743,3.0,0.55,preço 21.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-2-1,META,COMPRA,741.245,696.8352,830.0646,2.0,0.55,preço 21.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,META,COMPRA,741.245,696.8352,874.4743,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,META,COMPRA,741.245,696.8352,874.4743,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,NVDA,COMPRA,227.38,213.9639,267.6283,3.0,0.55,"preço 6.1% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-simples,AMD,COMPRA,615.52,569.2601,754.2998,3.0,0.55,preço 23.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,AMD,COMPRA,615.52,569.2601,754.2998,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,momentum-simples,INTC,COMPRA,121.78,110.7853,154.7641,3.0,0.55,preço 25.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,INTC,COMPRA,121.78,110.7853,154.7641,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,INTC,COMPRA,121.78,110.7853,154.7641,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,CRM,COMPRA,236.42,210.2689,314.8732,3.0,0.55,"preço 13.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,CRM,COMPRA,236.42,210.2689,314.8732,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,ORCL,COMPRA,148.56,138.9485,177.3945,3.0,0.55,"preço 5.2% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,JNJ,COMPRA,269.47,263.599,287.083,3.0,0.55,"preço 2.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,PFE,COMPRA,27.74,27.1519,29.5043,3.0,0.55,"preço 4.2% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,ABBV,COMPRA,264.48,258.097,283.629,3.0,0.55,"preço 3.5% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,MRK,COMPRA,149.5,144.9009,163.2972,3.0,0.55,"preço 8.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,XOM,COMPRA,158.3,152.6735,175.1795,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-simples,CVX,COMPRA,203.67,197.3317,222.685,3.0,0.55,preço 2.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-2-1,CVX,COMPRA,203.67,197.3317,216.3467,2.0,0.55,preço 2.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-5-1,CVX,COMPRA,203.67,197.3317,235.3617,5.0,0.55,preço 2.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,CVX,COMPRA,203.67,197.3317,222.685,3.0,0.55,"preço 2.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,CVX,COMPRA,203.67,197.3317,222.685,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,CVX,COMPRA,203.67,197.3317,222.685,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,COP,COMPRA,127.53,122.3184,143.1649,3.0,0.55,"preço 1.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,SBUX,COMPRA,94.9,92.5899,101.8302,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,SBUX,COMPRA,94.9,92.5899,101.8302,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,COST,COMPRA,898.48,878.3799,958.7803,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,GE,COMPRA,319.01,308.0896,351.7712,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-simples,DIS,COMPRA,104.23,100.9253,114.1442,3.0,0.55,preço 1.3% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-2-1,DIS,COMPRA,104.23,100.9253,110.8395,2.0,0.55,preço 1.3% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-5-1,DIS,COMPRA,104.23,100.9253,120.7537,5.0,0.55,preço 1.3% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,DIS,COMPRA,104.23,100.9253,114.1442,3.0,0.55,"preço 1.3% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,T,COMPRA,25.45,24.6852,27.7445,3.0,0.55,"preço 4.0% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,TSLA,COMPRA,375.3,353.0976,441.9071,3.0,0.55,"preço 7.4% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,BE,COMPRA,272.89,247.0879,350.2962,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,LITE,COMPRA,954.49,850.5292,1266.3725,3.0,0.55,"preço 13.0% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,COHR,COMPRA,321.52,289.4012,417.8765,3.0,0.55,"preço 8.4% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,MU,COMPRA,1043.96,974.5808,1252.0976,3.0,0.55,"preço 12.4% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,WDC,COMPRA,448.17,419.8328,533.1816,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,TER,COMPRA,381.54,348.0144,482.1169,3.0,0.55,"preço 4.7% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-com-teto,STX,COMPRA,877.325,811.6757,1074.273,3.0,0.55,"preço 4.1% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,momentum-simples,GLW,COMPRA,158.98,144.9201,201.1596,3.0,0.55,preço 3.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-2-1,GLW,COMPRA,158.98,144.9201,187.0998,2.0,0.55,preço 3.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-5-1,GLW,COMPRA,158.98,144.9201,229.2794,5.0,0.55,preço 3.1% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-com-teto,GLW,COMPRA,158.98,144.9201,201.1596,3.0,0.55,"preço 3.1% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,FLEX,COMPRA,111.61,104.3001,133.5398,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-21,momentum-simples,P,COMPRA,113.66,102.5213,147.0761,3.0,0.55,preço 22.9% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-2-1,P,COMPRA,113.66,102.5213,135.9374,2.0,0.55,preço 22.9% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,momentum-5-1,P,COMPRA,113.66,102.5213,169.3535,5.0,0.55,preço 22.9% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-21,controlo-sempre-compra,P,COMPRA,113.66,102.5213,147.0761,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-21,controlo-moeda-ao-ar,P,COMPRA,113.66,102.5213,147.0761,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,JPM,COMPRA,340.0,332.4026,362.7921,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,BAC,COMPRA,56.2,54.4074,61.5778,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,BAC,COMPRA,56.2,54.4074,61.5778,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,V,COMPRA,362.04,354.7667,383.8598,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,V,COMPRA,362.04,354.7667,383.8598,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,MA,COMPRA,555.89,546.3178,584.6067,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,XOM,COMPRA,158.71,153.0705,175.6285,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,COP,COMPRA,125.27,120.1021,140.7738,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,momentum-com-teto,KO,COMPRA,88.61,87.0031,93.4307,3.0,0.55,"preço 2.1% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-22,momentum-2-1,PG,COMPRA,148.22,145.5165,153.6271,2.0,0.55,preço 1.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-22,momentum-5-1,PG,COMPRA,148.22,145.5165,161.7377,5.0,0.55,preço 1.6% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-22,momentum-com-teto,PG,COMPRA,148.22,145.5165,156.3306,3.0,0.55,"preço 1.6% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,DIS,COMPRA,103.82,100.8217,112.8149,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,T,COMPRA,25.1,24.3527,27.3418,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-sempre-compra,VZ,COMPRA,46.45,45.1787,50.264,3.0,0.5,controlo: compra sempre,1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,STX,COMPRA,919.84,855.0714,1114.1458,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,controlo-moeda-ao-ar,COIN,COMPRA,201.07,177.1217,272.9148,3.0,0.5,controlo: moeda ao ar,1000.0,1.0,0.05
2026-09-22,momentum-simples,DDOG,COMPRA,247.475,229.1644,302.4069,3.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-22,momentum-2-1,DDOG,COMPRA,247.475,229.1644,284.0962,2.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-22,momentum-5-1,DDOG,COMPRA,247.475,229.1644,339.0281,5.0,0.55,preço 1.8% acima da média de 50 dias,1000.0,1.0,0.05
2026-09-22,momentum-com-teto,DDOG,COMPRA,247.475,229.1644,302.4069,3.0,0.55,"preço 1.8% acima da média de 50 dias, dentro do teto de 15%",1000.0,1.0,0.05
